"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"493244","NC_047561.1",44467008,44467010,"*",2.20017368749922e-19,6.03889015343798e-16,-58.2436504520017
"493279","NC_047561.1",44476747,44476749,"*",6.57033803809209e-13,3.05749467689942e-10,-56.25
"494182","NC_047561.1",44873182,44873184,"*",4.61324257281799e-18,9.60691743681946e-15,-57.3645769933049
"496262","NC_047561.1",45199983,45199985,"*",5.38237333116996e-15,4.96581657575417e-12,-59.8404716490376
"496389","NC_047561.1",45229038,45229040,"*",2.51231492352786e-12,9.50080135364252e-10,-52.7103331451158
"497079","NC_047561.1",45369539,45369541,"*",4.62470795464884e-14,3.2183807757125e-11,-59.1084591084591
"497084","NC_047561.1",45370901,45370903,"*",2.72031875851874e-23,1.40868904157232e-19,58.5660070479805
"497157","NC_047561.1",45392586,45392588,"*",1.29029940646231e-19,3.70518440097573e-16,-61.2903225806452
"498103","NC_047561.1",45567740,45567742,"*",1.52032620070328e-33,2.48616397600192e-29,-81.8148820326679
"498111","NC_047561.1",45569057,45569059,"*",2.59083046692049e-24,1.53038197401897e-20,-63.7932725311366
"498138","NC_047561.1",45575222,45575224,"*",1.37003525696872e-14,1.1201978562734e-11,58.9803921568627
"498141","NC_047561.1",45576855,45576857,"*",8.89850469647112e-32,1.29196232958057e-27,-79.812734082397
"499457","NC_047561.1",45848876,45848878,"*",8.3239125604043e-16,9.76688600728553e-13,-51.6522988505747
"502862","NC_047561.1",46390968,46390970,"*",2.44986627457353e-17,4.29077116992593e-14,-53.6111111111111
"502864","NC_047561.1",46390987,46390989,"*",3.15902148382984e-14,2.30837261699041e-11,-55.0326797385621
"503555","NC_047561.1",46495590,46495592,"*",8.34907344247646e-14,5.30922840126453e-11,-53.3918128654971
"504356","NC_047561.1",46644548,46644550,"*",1.04029504042844e-16,1.52320283268957e-13,-54.656862745098
"505552","NC_047561.1",46825580,46825582,"*",4.33085320256118e-26,3.26605006315707e-22,61.7977528089888
"508446","NC_047561.1",47313250,47313252,"*",5.75703265496139e-17,9.07985800656809e-14,-59.41982272361
"508517","NC_047561.1",47320933,47320935,"*",2.10623922712585e-23,1.11675182572069e-19,63.4579439252336
"508568","NC_047561.1",47337931,47337933,"*",4.61907394704405e-25,3.08426781465e-21,-65.2540442014126
"508571","NC_047561.1",47337946,47337948,"*",1.3271424625464e-16,1.89150564396507e-13,-60.3590803409972
"508777","NC_047561.1",47357140,47357142,"*",1.91497702724473e-20,6.3840201083198e-17,-62.0852187028658
"508804","NC_047561.1",47364298,47364300,"*",9.70410606799917e-27,7.97646245335633e-23,67.4418604651163
"508838","NC_047561.1",47375027,47375029,"*",4.62989808400293e-21,1.70441589157867e-17,58.8235294117647
"509052","NC_047561.1",47470727,47470729,"*",2.5228514661054e-29,2.8196387885775e-25,72.9356060606061
"509119","NC_047561.1",47484961,47484963,"*",3.28825332127451e-13,1.70449259604444e-10,-53.4418184166344
"512558","NC_047561.1",48242279,48242281,"*",3.3035391360222e-11,8.20481393345453e-09,52.3326572008113
"516915","NC_047561.1",48991371,48991373,"*",6.66190881896401e-15,5.98032950522451e-12,52.7403414195867
"517414","NC_047561.1",49092756,49092758,"*",1.25117848113137e-20,4.30028685082351e-17,51.0674201397065
"517688","NC_047561.1",49127334,49127336,"*",2.66171151313529e-14,1.99417808311639e-11,58.4859209109094
"522126","NC_047561.1",49764901,49764903,"*",4.69745544294925e-12,1.60210465627145e-09,-53.3386327503975
"524146","NC_047561.1",50120643,50120645,"*",3.24862206663396e-23,1.66013039462645e-19,-61.4319014319014
"524155","NC_047561.1",50126372,50126374,"*",2.58753666934584e-11,6.68849852621646e-09,-54.7773279352227
"524301","NC_047561.1",50234031,50234033,"*",1.54961155532406e-14,1.24604095998409e-11,-51.4285714285714
"524510","NC_047561.1",50288320,50288322,"*",4.93034030893954e-21,1.80220653990969e-17,65.9344750558451
"525278","NC_047561.1",50509463,50509465,"*",5.10786754106282e-20,1.60306459371232e-16,-69.1872146118721
"525291","NC_047561.1",50512555,50512557,"*",7.47248681600624e-22,3.10391735968775e-18,-60.7596310363538
"528237","NC_047561.1",50996547,50996549,"*",1.17393222454662e-19,3.41521745742801e-16,58.7606837606838
"530358","NC_047561.1",51346481,51346483,"*",1.13241994445756e-18,2.68996330679058e-15,-53.2600907571053
"533723","NC_047561.1",52125615,52125617,"*",5.94387164985933e-15,5.42243559138604e-12,-51.4390973981119
"535498","NC_047561.1",52372273,52372275,"*",5.15506455882066e-17,8.24767374561972e-14,-62.1951219512195
"539189","NC_047561.1",52792453,52792455,"*",3.12317081797094e-32,4.75677008812551e-28,-71.2726725370663
"544837","NC_047561.1",53732727,53732729,"*",3.74148433965897e-19,9.7688526890716e-16,-50.7042253521127
"546361","NC_047561.1",54046186,54046188,"*",1.63881126093653e-20,5.52261297236812e-17,55.0515705578997
"546366","NC_047561.1",54046822,54046824,"*",5.47641795222665e-20,1.7034072424098e-16,54.2583626760563
"546449","NC_047561.1",54064086,54064088,"*",1.77464140109578e-13,1.00654957872214e-10,56.5202702702703
"546450","NC_047561.1",54064096,54064098,"*",1.74693119467751e-12,7.00358957789972e-10,53.5119047619048
"546451","NC_047561.1",54064098,54064100,"*",4.47969845364592e-21,1.65697549267973e-17,67.708834375501
"546467","NC_047561.1",54073856,54073858,"*",1.9042849935099e-10,3.5416534082956e-08,-51.5873015873016
"548683","NC_047561.1",54639405,54639407,"*",1.38543489956465e-21,5.59038848229975e-18,-59.0396221464183
"549980","NC_047561.1",55062780,55062782,"*",6.57124860766542e-16,7.94440479620079e-13,55.1388888888889
"550266","NC_047561.1",55103917,55103919,"*",2.02618808360887e-13,1.12544010142868e-10,-55.9649652672909
"550672","NC_047561.1",55234690,55234692,"*",8.89360443258535e-20,2.68279306272137e-16,-66.2790697674419
"550746","NC_047561.1",55249784,55249786,"*",9.23965504764615e-16,1.06879974012903e-12,50.3787878787879
"554971","NC_047561.1",56005962,56005964,"*",8.02052126430576e-17,1.20619873215308e-13,-52.7502940565972
"556856","NC_047561.1",56398398,56398400,"*",1.70645833678206e-29,1.93504788615468e-25,60.5573959383552
"557055","NC_047561.1",56431463,56431465,"*",3.99073470218401e-18,8.45795708949013e-15,60.8963585434174
"557581","NC_047561.1",56660215,56660217,"*",6.1276085521811e-16,7.4837711221943e-13,52.8310200484688
"559392","NC_047561.1",57107606,57107608,"*",5.27526334029576e-18,1.08402411491036e-14,-62.8750681942171
"559741","NC_047561.1",57211201,57211203,"*",1.2334276399672e-16,1.77421609809628e-13,52.1940118057037
"560352","NC_047561.1",57359603,57359605,"*",4.2382565042305e-17,6.9896097574222e-14,-59.375
"560484","NC_047561.1",57385004,57385006,"*",7.09351792445421e-23,3.48731503713463e-19,54.4444444444444
"560486","NC_047561.1",57385150,57385152,"*",4.21521347494927e-18,8.86118349876988e-15,58.1287128712871
"561960","NC_047561.1",57665727,57665729,"*",2.64223675007097e-16,3.52038184728717e-13,-55.3947368421053
"562913","NC_047561.1",57734993,57734995,"*",3.84873419493895e-18,8.20175863878228e-15,-54.9973418394471
"568330","NC_047562.1",2894001,2894003,"*",1.29569519500259e-21,5.24189380582214e-18,54.8580121703854
"570367","NC_047562.1",3924483,3924485,"*",6.24376660530718e-39,1.19750748401548e-34,57.2072072072072
"570369","NC_047562.1",3924499,3924501,"*",2.69077080060354e-32,4.18016380799833e-28,52.0325203252032
"570371","NC_047562.1",3924631,3924633,"*",5.18980655151971e-14,3.53152148747742e-11,55.0567595459236
"575170","NC_047562.1",7003634,7003636,"*",1.23666257558566e-27,1.16435086071826e-23,-69.4350593226998
"575181","NC_047562.1",7004002,7004004,"*",5.3010747914867e-18,1.08788915335687e-14,-50.8480212836714
"575189","NC_047562.1",7004513,7004515,"*",1.21076036730994e-13,7.27917703224496e-11,-50.1490757304711
"575202","NC_047562.1",7005976,7005978,"*",1.67302739625214e-22,7.73535714193934e-19,-52.5948717948718
"575211","NC_047562.1",7006140,7006142,"*",5.63731030976318e-28,5.54282859974414e-24,-67.4749721913237
"575215","NC_047562.1",7006869,7006871,"*",2.98918502809656e-26,2.32187800370381e-22,-58.9351285189718
"575216","NC_047562.1",7006899,7006901,"*",2.10350516014057e-30,2.65677676756435e-26,-72.2538714595202
"577896","NC_047562.1",8560135,8560137,"*",4.59525293879141e-11,1.07853348964625e-08,50.5939004815409
"578642","NC_047562.1",8963090,8963092,"*",1.32454111249789e-19,3.79649428959305e-16,-57.905217045002
"579053","NC_047562.1",9098749,9098751,"*",4.28490665219054e-10,6.96305887755372e-08,-52.9411764705882
"582155","NC_047562.1",10078884,10078886,"*",3.62668398781773e-12,1.28721106049101e-09,-52.9878048780488
"582755","NC_047562.1",10463466,10463468,"*",6.58240775771228e-31,8.81369133153076e-27,56.0747663551402
"586937","NC_047562.1",12057278,12057280,"*",1.12862302960602e-14,9.46726470265985e-12,55.6122448979592
"586938","NC_047562.1",12057308,12057310,"*",1.2704926388608e-16,1.8191102021472e-13,58.7232991727374
"586969","NC_047562.1",12074628,12074630,"*",3.10109915469026e-14,2.27246072623272e-11,-59.634703196347
"589525","NC_047562.1",13399798,13399800,"*",2.23305838403131e-23,1.17996558867593e-19,-50.9843098078392
"589898","NC_047562.1",13544033,13544035,"*",1.20990013396567e-19,3.50019172478424e-16,-52.1902654867257
"592540","NC_047562.1",14114664,14114666,"*",3.17948243682034e-11,7.93985961229795e-09,-50.2631578947369
"612108","NC_047562.1",20999470,20999472,"*",1.40185358297387e-12,5.80903255217182e-10,-51.0576923076923
"615230","NC_047562.1",21867086,21867088,"*",4.3288110654452e-12,1.49641536072711e-09,50.3932244404114
"615328","NC_047562.1",21900801,21900803,"*",4.36066737992647e-16,5.49422548566123e-13,-55.4021317829457
"617270","NC_047562.1",22429483,22429485,"*",2.29751220579302e-15,2.35592678105353e-12,-52.0574162679426
"618683","NC_047562.1",22817455,22817457,"*",7.87288428583385e-17,1.18975447845925e-13,50.5727178063172
"618809","NC_047562.1",22846175,22846177,"*",1.70080079768043e-12,6.83629109710207e-10,53.5037878787879
"624466","NC_047562.1",23865146,23865148,"*",4.20582658915856e-15,3.98404384104322e-12,-53.5685645549318
"625062","NC_047562.1",24036587,24036589,"*",1.51595845378777e-13,8.83372242679791e-11,-52.655771195097
"630398","NC_047562.1",27035201,27035203,"*",2.20754534255996e-13,1.21205822430673e-10,-57.0769230769231
"649566","NC_047562.1",31622215,31622217,"*",4.56673604187497e-11,1.07329979186012e-08,52.7027027027027
"652961","NC_047562.1",32676007,32676009,"*",3.28790007024032e-19,8.70155967311699e-16,-56.3084736701417
"652980","NC_047562.1",32683644,32683646,"*",1.77235660281699e-25,1.27471750850693e-21,-61.5889171614362
"654630","NC_047562.1",33087136,33087138,"*",2.82680124666713e-13,1.50548155738875e-10,60.7807118254879
"668080","NC_047562.1",36373305,36373307,"*",2.78140744665871e-21,1.06427821871453e-17,-53.8858049167328
"668087","NC_047562.1",36373690,36373692,"*",7.63006653919389e-17,1.15869540894862e-13,-59.0909090909091
"668214","NC_047562.1",36415469,36415471,"*",2.24049270969054e-13,1.22817508734894e-10,52.556567734352
"670233","NC_047562.1",37003977,37003979,"*",3.60093055774106e-13,1.83835503335151e-10,-50.0750075007501
"675376","NC_047562.1",38180038,38180040,"*",1.33803811281484e-23,7.21759636327024e-20,-53.4619883040936
"685115","NC_047562.1",40685928,40685930,"*",1.28525668330103e-21,5.22688689588128e-18,51.8411301528485
"685207","NC_047562.1",40708944,40708946,"*",4.49226289910293e-16,5.64172689986986e-13,-53.3872707659115
"685209","NC_047562.1",40708973,40708975,"*",9.43490118725475e-22,3.88787774940082e-18,-69.9248120300752
"687655","NC_047562.1",41706543,41706545,"*",5.72091412704445e-13,2.71127190781423e-10,-50.3883193538366
"696332","NC_047562.1",45516340,45516342,"*",3.92075863584913e-16,5.01314682439366e-13,-54.8913043478261
"697532","NC_047562.1",45767731,45767733,"*",6.32987186341728e-12,2.06544355866983e-09,53.8689374305813
"699605","NC_047562.1",46288024,46288026,"*",1.05022577767962e-17,2.01674387563676e-14,51.421188630491
"699888","NC_047562.1",46345843,46345845,"*",1.9843845466462e-13,1.10612819408678e-10,-54.2682926829268
"700672","NC_047562.1",46567968,46567970,"*",7.03592434853636e-13,3.23960960214681e-10,-50.0841042893188
"711269","NC_047562.1",48513025,48513027,"*",2.86078163573399e-15,2.85072410906664e-12,-53.716020821284
"715302","NC_047562.1",49773764,49773766,"*",2.95784745075797e-17,5.06065251404107e-14,-56.304520222046
"715504","NC_047562.1",50025472,50025474,"*",2.56810193626347e-13,1.3857573412247e-10,50.4564820450396
"717060","NC_047562.1",50432171,50432173,"*",1.15854476028961e-29,1.35324917502451e-25,56.990989166751
"717890","NC_047562.1",50689795,50689797,"*",3.46500120525373e-22,1.52060607976968e-18,-70.5147058823529
"718110","NC_047562.1",50735263,50735265,"*",5.86093743399136e-14,3.91784776003843e-11,52.7173913043478
"720549","NC_047562.1",51578492,51578494,"*",7.13982832384699e-24,4.00428144653781e-20,-59.3288177339901
"722262","NC_047562.1",51937052,51937054,"*",7.97326780431498e-16,9.41232807821742e-13,-54.1588492808005
"727150","NC_047563.1",1203043,1203045,"*",1.27839826253444e-16,1.82874411292105e-13,-56.7721257237386
"727256","NC_047563.1",1264244,1264246,"*",1.23177315108528e-13,7.38265087145148e-11,53.9025667888947
"729615","NC_047563.1",1756928,1756930,"*",2.62133633594264e-14,1.970148060755e-11,-51.4802631578947
"730479","NC_047563.1",2165324,2165326,"*",6.85346513941523e-28,6.61303660432391e-24,62.280701754386
"730801","NC_047563.1",2300977,2300979,"*",2.58413527763416e-11,6.68081791861596e-09,51.2564543889845
"734263","NC_047563.1",3140402,3140404,"*",2.1862263640596e-18,4.91511489669372e-15,-54.2992095623675
"738728","NC_047563.1",4182612,4182614,"*",3.18828513680632e-27,2.7670736465309e-23,-59.8258345428157
"739378","NC_047563.1",4249606,4249608,"*",6.04690305321271e-22,2.55966739347205e-18,52.9447004608295
"739379","NC_047563.1",4249617,4249619,"*",5.62679309464485e-32,8.3250766601202e-28,61.0351966873706
"739380","NC_047563.1",4249619,4249621,"*",1.52253684212255e-59,4.07808629456867e-55,90.1735068401735
"739381","NC_047563.1",4249621,4249623,"*",1.40693774693824e-24,8.60513641570545e-21,55.6868277199788
"739385","NC_047563.1",4249835,4249837,"*",1.26972303675589e-17,2.38980019434246e-14,50.4310344827586
"739394","NC_047563.1",4251270,4251272,"*",9.1340583307243e-15,7.86945825286847e-12,-52.8464634847614
"741178","NC_047563.1",5045220,5045222,"*",7.4435211000312e-19,1.84428263675967e-15,-58.5277627057334
"741189","NC_047563.1",5046574,5046576,"*",1.01057275161327e-21,4.15329117032736e-18,-69.431213224993
"741190","NC_047563.1",5046587,5046589,"*",1.35664581224899e-35,2.42250019417319e-31,-87.3376623376623
"743105","NC_047563.1",5489690,5489692,"*",1.87094733545627e-13,1.05059894009937e-10,-52.2988505747127
"743314","NC_047563.1",5530585,5530587,"*",2.20372252593203e-15,2.27325698213931e-12,58.3801122694467
"743451","NC_047563.1",5565469,5565471,"*",4.70002967322483e-20,1.48768088638439e-16,61.1879499810534
"743461","NC_047563.1",5567098,5567100,"*",1.70100148899598e-17,3.09430712742394e-14,60.2272727272727
"746596","NC_047563.1",6126782,6126784,"*",2.62991238508124e-15,2.64955842908039e-12,56.6756272401434
"746765","NC_047563.1",6177913,6177915,"*",4.47070960848797e-17,7.31858032317888e-14,-65.5011655011655
"746767","NC_047563.1",6178032,6178034,"*",2.84306332060053e-20,9.25944055600904e-17,-64.3049932523617
"746768","NC_047563.1",6178214,6178216,"*",5.73483263508608e-39,1.11364649772184e-34,80.2321724709784
"747991","NC_047563.1",6507930,6507932,"*",6.21754380261189e-20,1.91648273728593e-16,-58.4198953673516
"750724","NC_047563.1",7318767,7318769,"*",3.48272185907423e-13,1.78858674261098e-10,53.5384615384615
"750728","NC_047563.1",7327929,7327931,"*",4.62584853329945e-25,3.08426781465e-21,-58.0844155844156
"750729","NC_047563.1",7328197,7328199,"*",3.6647374712796e-30,4.59132227806674e-26,63.5514018691589
"750913","NC_047563.1",7369331,7369333,"*",1.56261491191105e-27,1.44497148654347e-23,58.8034815436242
"753166","NC_047563.1",7693346,7693348,"*",8.99875968438183e-15,7.77526647659687e-12,50.2539682539683
"753211","NC_047563.1",7709265,7709267,"*",2.65946178314459e-25,1.84443064806172e-21,73.9454806312769
"753223","NC_047563.1",7710390,7710392,"*",8.95138324255083e-19,2.17964651369066e-15,51.0619690154922
"755215","NC_047563.1",8666304,8666306,"*",1.92764541294129e-25,1.38001564493439e-21,68.3962264150943
"755857","NC_047563.1",8781840,8781842,"*",4.89449640817971e-29,5.35471381020645e-25,61.1607142857143
"757248","NC_047563.1",9356706,9356708,"*",5.46239807753526e-13,2.6141041777389e-10,-51.0135135135135
"757249","NC_047563.1",9358077,9358079,"*",1.07019252696765e-14,9.03076872130627e-12,-53.9970930232558
"757250","NC_047563.1",9358745,9358747,"*",2.62349379040201e-22,1.18134715602057e-18,-68.849104859335
"758392","NC_047563.1",9662169,9662171,"*",9.08134192769824e-24,5.02065411236739e-20,63.034188034188
"758435","NC_047563.1",9672119,9672121,"*",1.45321395495099e-26,1.16370908360405e-22,-71.4285714285714
"758914","NC_047563.1",9713502,9713504,"*",4.56235397833863e-21,1.68354014366605e-17,52.3827392120075
"759645","NC_047563.1",9883684,9883686,"*",1.07342930743123e-14,9.04825242450207e-12,-55.1072066706373
"760453","NC_047563.1",9968047,9968049,"*",3.28830601551671e-22,1.45126311700466e-18,61.2880014391078
"762299","NC_047563.1",10234489,10234491,"*",1.10043533776028e-19,3.23777898773029e-16,62.6126126126126
"765769","NC_047563.1",10801338,10801340,"*",4.69543676262432e-20,1.48768088638439e-16,59.7938144329897
"765775","NC_047563.1",10805035,10805037,"*",1.35209587276665e-12,5.62839670385744e-10,-50.6403599861544
"767299","NC_047563.1",11615609,11615611,"*",6.09238610685119e-15,5.54135721673456e-12,-55.2434456928839
"767304","NC_047563.1",11615995,11615997,"*",2.93890514723186e-28,2.96470470947772e-24,-75.7727272727273
"767306","NC_047563.1",11616088,11616090,"*",1.07188996554971e-26,8.76421855176503e-23,-71.4159292035398
"767309","NC_047563.1",11616133,11616135,"*",8.03626232697051e-15,7.03351377155053e-12,-56.7268041237113
"767664","NC_047563.1",11757975,11757977,"*",8.17341952759819e-19,2.00593416652969e-15,52.6395070181445
"767666","NC_047563.1",11758044,11758046,"*",2.74441189264519e-22,1.22514260590295e-18,-56.5839416058394
"767724","NC_047563.1",11766258,11766260,"*",1.85189103678322e-11,5.06415785940181e-09,51.2434847356664
"768532","NC_047563.1",12117051,12117053,"*",2.32789016927011e-26,1.8264756664145e-22,-50.4466366319714
"768551","NC_047563.1",12122338,12122340,"*",5.96909323975114e-14,3.98329050832035e-11,-55.7142857142857
"768926","NC_047563.1",12222588,12222590,"*",2.74473288690592e-11,7.02238955740179e-09,50.1754385964912
"770066","NC_047563.1",13115374,13115376,"*",2.24774046452273e-11,5.95787019799511e-09,-51.0822510822511
"770268","NC_047563.1",13166536,13166538,"*",3.65647400271147e-12,1.29541668611746e-09,51.3550135501355
"770272","NC_047563.1",13168588,13168590,"*",1.49279725913617e-17,2.76082028681524e-14,60.5555555555556
"773286","NC_047563.1",14644712,14644714,"*",1.37054865216978e-11,3.92112982719242e-09,51.8204312477907
"774316","NC_047563.1",14942649,14942651,"*",2.89214639701516e-20,9.39959130014015e-17,55.9602164692117
"774374","NC_047563.1",14964113,14964115,"*",5.23814390665936e-14,3.56129389931047e-11,53.2903877731464
"780219","NC_047563.1",18405816,18405818,"*",8.86592243990881e-25,5.59893486541367e-21,-53.5353535353535
"780259","NC_047563.1",18412255,18412257,"*",1.5272084598958e-15,1.6419013828692e-12,-61.1033193080879
"780264","NC_047563.1",18417061,18417063,"*",1.25604063290662e-15,1.39377364441283e-12,-52.6141992294992
"780298","NC_047563.1",18423945,18423947,"*",8.13690887216966e-17,1.22015861717211e-13,-53.6386138613861
"782530","NC_047563.1",18909215,18909217,"*",6.13689886041326e-14,4.08474273291784e-11,-55.6124031007752
"784992","NC_047563.1",20128618,20128620,"*",8.46772587718458e-21,3.00337301524912e-17,-60.5442176870748
"784993","NC_047563.1",20128625,20128627,"*",6.50025395852935e-17,1.00881804398928e-13,-57.9318325268252
"785047","NC_047563.1",20152639,20152641,"*",1.5393222369259e-18,3.54802148683274e-15,-54.3578947368421
"785048","NC_047563.1",20152659,20152661,"*",7.11003362873909e-17,1.08502681525067e-13,-50.8928571428571
"785178","NC_047563.1",20202213,20202215,"*",3.25814567787617e-18,7.05940238709005e-15,-51.6705698672912
"785188","NC_047563.1",20205682,20205684,"*",6.75062139855645e-12,2.18256383312318e-09,-52.6190476190476
"785232","NC_047563.1",20225875,20225877,"*",2.02567993260665e-16,2.77997566022603e-13,-53.6903690369037
"788878","NC_047563.1",20863957,20863959,"*",5.34958366498734e-15,4.94389075072769e-12,-51.9565217391304
"791756","NC_047563.1",22559866,22559868,"*",2.14644640646501e-14,1.65732876245358e-11,50.7887700534759
"792554","NC_047563.1",22932645,22932647,"*",1.43344954556947e-24,8.73290680351814e-21,-62.5928557586719
"793463","NC_047563.1",23422357,23422359,"*",4.66026920471379e-11,1.09164915233694e-08,54.0789204661623
"798211","NC_047563.1",25545494,25545496,"*",3.14552790864822e-17,5.32893964784335e-14,50.0105042016807
"798221","NC_047563.1",25547506,25547508,"*",1.12100355177693e-14,9.41172536784032e-12,54.9057681324957
"803053","NC_047563.1",28021119,28021121,"*",1.32973549122291e-11,3.82762547984836e-09,-51.0869565217391
"806087","NC_047563.1",30171294,30171296,"*",1.88190320893612e-15,1.97139080399551e-12,-53.1472755829407
"808076","NC_047563.1",33076970,33076972,"*",1.9911145362697e-19,5.52363293621711e-16,-57.243018419489
"813451","NC_047563.1",37940622,37940624,"*",3.4039496864892e-25,2.31934246598903e-21,-68.543956043956
"815536","NC_047563.1",38400437,38400439,"*",1.05385545745276e-11,3.15814925195138e-09,-52.2626582278481
"818392","NC_047563.1",39633314,39633316,"*",5.50071702247431e-65,1.61235262417027e-60,-64.2758945269442
"818393","NC_047563.1",39633323,39633325,"*",3.94601954033099e-69,1.25106463040908e-64,-63.1008780886257
"818394","NC_047563.1",39633382,39633384,"*",7.71416507596286e-103,4.79364108637299e-98,-76.6561889389177
"818395","NC_047563.1",39633388,39633390,"*",6.37489442486962e-116,5.82560011268522e-111,-78.7523587523588
"818396","NC_047563.1",39633391,39633393,"*",1.85269857400744e-115,1.59900144690034e-110,-77.9740888382688
"818397","NC_047563.1",39633400,39633402,"*",7.56965687097734e-108,5.11287237421499e-103,-74.8979141375124
"818398","NC_047563.1",39633411,39633413,"*",6.65480436809451e-111,5.16918281605001e-106,-74.8480930833872
"818399","NC_047563.1",39633576,39633578,"*",4.53290012835067e-140,1.4083893773154e-134,-64.8373157092018
"818400","NC_047563.1",39633582,39633584,"*",8.71172416118889e-132,1.50375886657121e-126,-62.8275441803778
"818401","NC_047563.1",39633660,39633662,"*",1.32723356473546e-85,5.15470670227967e-81,-53.3571942816003
"818402","NC_047563.1",39633755,39633757,"*",3.18320819846002e-90,1.41290705904171e-85,-58.1124777529119
"818403","NC_047563.1",39633801,39633803,"*",2.29627210670363e-77,7.92733901263583e-73,-58.1090864843489
"818404","NC_047563.1",39633867,39633869,"*",4.30649376033766e-80,1.52050460717396e-75,-69.6428571428572
"818405","NC_047563.1",39633996,39633998,"*",2.01848133838841e-96,1.01153203026778e-91,-63.1476229255005
"818406","NC_047563.1",39634009,39634011,"*",7.19642635573161e-95,3.38781385756072e-90,-61.95108169196
"818407","NC_047563.1",39634016,39634018,"*",2.61180292610613e-97,1.35249523579936e-92,-62.4798835815785
"818408","NC_047563.1",39634208,39634210,"*",1.05283404250012e-93,4.81058171936154e-89,-66.8527264920567
"818409","NC_047563.1",39634222,39634224,"*",1.24251652528619e-80,4.48900730884214e-76,-66.7573324594462
"818410","NC_047563.1",39634226,39634228,"*",7.58004062373365e-90,3.18263184292883e-85,-70.9634706752862
"818411","NC_047563.1",39634246,39634248,"*",1.7081322739668e-73,5.64599169660719e-69,-68.0142438206954
"818412","NC_047563.1",39634286,39634288,"*",1.77295033018149e-56,4.66832573757716e-52,-60.1724680861371
"818413","NC_047563.1",39634348,39634350,"*",5.8771494221763e-68,1.79024780930906e-63,-66.7921035646
"818414","NC_047563.1",39634359,39634361,"*",5.45257286087391e-50,1.36623806999039e-45,-57.3952181491792
"818415","NC_047563.1",39634425,39634427,"*",6.56624966036545e-62,1.82157039340233e-57,-56.4196260078916
"818416","NC_047563.1",39634468,39634470,"*",5.97652919278862e-51,1.52207413088076e-46,-56.8426197458455
"818418","NC_047563.1",39634492,39634494,"*",1.0056699601643e-60,2.74092540748951e-56,-61.9070755463153
"818419","NC_047563.1",39634558,39634560,"*",1.01984539320056e-68,3.16869857622551e-64,-70.8067893912101
"818420","NC_047563.1",39634568,39634570,"*",1.95269125442041e-76,6.59465900520288e-72,-70.3542415031777
"818421","NC_047563.1",39634595,39634597,"*",1.8454980661487e-81,6.8262297095186e-77,-68.2114681306597
"818422","NC_047563.1",39634602,39634604,"*",6.22021237259261e-99,3.33214436907985e-94,-70.8982837348449
"818423","NC_047563.1",39634612,39634614,"*",7.61463802577205e-120,9.09960426415322e-115,-72.3651203891982
"818424","NC_047563.1",39634637,39634639,"*",3.44829168065848e-64,9.92034621652953e-60,-54.6874007010202
"818425","NC_047563.1",39634681,39634683,"*",3.03560931420381e-89,1.2410202689887e-84,-62.7397134413075
"818426","NC_047563.1",39634706,39634708,"*",1.78184119650183e-112,1.45690753459679e-107,-71.7450798669792
"818427","NC_047563.1",39634718,39634720,"*",1.89544710219881e-118,2.10329518505298e-113,-69.7184097599035
"818428","NC_047563.1",39634726,39634728,"*",3.74087276659845e-117,3.63219828723288e-112,-70.2647379912664
"818429","NC_047563.1",39634733,39634735,"*",3.06692417379406e-117,3.17635016957311e-112,-72.7861502055051
"818430","NC_047563.1",39634759,39634761,"*",4.48775568055666e-90,1.93661503474458e-85,-72.3664364531238
"818431","NC_047563.1",39634762,39634764,"*",1.98846340481247e-99,1.10325566462509e-94,-72.8456439393939
"818432","NC_047563.1",39634771,39634773,"*",6.6424941681927e-101,3.96893903905371e-96,-70.4160169022587
"818433","NC_047563.1",39634784,39634786,"*",1.1004859655726e-132,2.44232279542079e-127,-75.9369946869947
"818434","NC_047563.1",39634787,39634789,"*",5.63165007185686e-121,7.29072991662431e-116,-70.8240630551388
"818435","NC_047563.1",39634813,39634815,"*",6.21492859224405e-136,1.60916836944798e-130,-70.8524684270953
"818436","NC_047563.1",39634827,39634829,"*",1.68961315568913e-132,3.28105786701777e-127,-71.4155642023346
"818437","NC_047563.1",39634836,39634838,"*",1.98334654656692e-131,3.08116672398032e-126,-72.3780332475985
"818438","NC_047563.1",39634908,39634910,"*",3.00932089567801e-100,1.73149535633609e-95,-64.178801843318
"818439","NC_047563.1",39634984,39634986,"*",6.36569872171998e-66,1.90177586368607e-61,-57.0602807597027
"818440","NC_047563.1",39635023,39635025,"*",5.0229038593085e-96,2.43849282413647e-91,-66.7537217475784
"818441","NC_047563.1",39635066,39635068,"*",1.40901113314408e-104,9.12052372767822e-100,-69.572624371386
"818442","NC_047563.1",39635083,39635085,"*",8.64095827152386e-111,6.39233030407673e-106,-69.226289123538
"818443","NC_047563.1",39635086,39635088,"*",3.07264731655497e-109,2.1697346663176e-104,-69.4291562868123
"818444","NC_047563.1",39635118,39635120,"*",1.75750712255176e-151,9.10106955764289e-146,-72.1661651029681
"818445","NC_047563.1",39635128,39635130,"*",7.83957013112284e-154,1.217892186322e-147,-73.0858856849225
